OLD_SERVICE_TITLE,OLD_SERVICE_URL,AUTHORITATIVE_AGO_TITLE,AUTHORITATIVE_AGO_SERVICE_URL,UPDATED_URL,AUTHORITATIVE_AGO_ITEMID,ASSOCIATED_DEPRECATED_ITEMIDS,ASSOCIATED_DEPRECATED_URLS
petroleum and natural gas grid map group,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/74,Petroleum and Natural Gas Grid Map Group,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/50,YES,078a543d854940ccbdf7f81c33ff571c,28a6ab8b019a4d199aa7ed9ec022114e,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/74
petroleum and natural gas grid map sheet,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/344,Petroleum and Natural Gas Grid Map Sheet,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/30,YES,8c03b3903bf44a8a8797d44fd46813cc,3d118406832f4b299540c09486a793c7,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/344
petroleum and natural gas grid unit,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/82,Petroleum and Natural Gas Grid Unit,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/64,YES,8f435e0b1f5b4286b0989c5421ea69eb,6e28f820e8bf4c0cbc20331770bd3d9e,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/82
petroleum survey index of geological and geophysical reports,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/97,Petroleum Survey Index of Geological and Geophysical Reports,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/6,YES,cf28bb36ebc04c98b9f26c90fada8eaf,eab07f75b1d6418f9353512927e47910,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/97
pharmacies in bc,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/854,Pharmacies in BC,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/1,YES,77ccd71e106f4c8bb624370c1ba9cec5,,
physiographic areas,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/10,Physiographic Areas,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/30,YES,7013dba557a74115a55e7702c33a4f69,9ed21ead582347ec9e260452d5d0370d,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/10
pncp - high elevation winter range,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/7,PNCP - High Elevation Winter Range,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_reg_land_and_natural_resource/MapServer/2,YES,e824529fb263438dae864d38599947e5,712916aadc8a4d9ca73b99efc8b58d7e,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/7
police jurisdiction boundaries,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/569,Police Jurisdiction Boundaries,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/7,YES,98ef95370ac54d5cbe81581c3480ec02,6db7cb4874a54a41b335e87ce921d3d0,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/569
population age distribution summaries for bc census divisions - 2016 census,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/853,Population Age Distribution Summaries for BC Census Divisions - 2016 Census,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/36,YES,8038e2ad413a43a997ffb2c9a6faf6e8,,
population age distribution summaries for bc census subdivisions - 2016 census,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/867,Population Age Distribution Summaries for BC Census Subdivisions - 2016 Census,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/50,YES,1fbe5a41fb1a40d499fcabfcde091b42,,
population counts by age by census agricultural region (economic development region) - 2016 census,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/879,Population counts by age by Census Agricultural Region (Economic Development Region) - 2016 Census,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/29,YES,67ffbe592f2642e2b73a103b2f2d32d2,,
population counts by age by census consolidated subdivision - 2016 census,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/877,Population counts by age by Census Consolidated Subdivision - 2016 Census,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/39,YES,57450576347e428b9581d9698138abb7,,
population counts by age by census division (regional district)- 2016,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/878,Population counts by age by Census Division (Regional District)- 2016,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/41,YES,737a083dc48340d9b35ec479f3d0443f,,
predicted spawning periods for reduced risk work windows for quesnel and central cariboo districts,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/292,Predicted Spawning Periods for Reduced Risk Work Windows for Quesnel and Central Cariboo Districts,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_reg_land_and_natural_resource/MapServer/6,YES,9cd1c21472674475aef9ba3632f3ad29,0503a3d608894a239a07d5b82ff21ade,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/292
productive forest landbase for the cariboo region,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/80,Productive Forest Landbase for the Cariboo Region,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_reg_land_and_natural_resource/MapServer/13,YES,32185b0bf05a483b9aeafa12bd62191e,f1d3cb91ce964f54a2fd7e79ff27230e,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/80
protected lands access restrictions,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/756,British Columbia Protected Lands Access Restrictions,https://services6.arcgis.com/ubm4tcTYICKBpist/arcgis/rest/services/British_Columbia_Protected_Lands_Access_Restrictions/FeatureServer,NA,3029cd07ff8a4ec7b1e32a1e1f353d36,d1ad15ba8f1743eba338bc8fcf48c043,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/756
protected lands facilities,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/757,Protected Lands Facilities,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_parks/MapServer/0,YES,2dd03c3d41b842d8b6e199a6c303ce08,,
province of british columbia - legally defined administrative areas of bc,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/537,Province of British Columbia - Legally Defined Administrative Areas of BC,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_legal_admin_boundaries/MapServer/25,YES,bc11e9bf34a84091ad6b114d6b3d46dc,1085f1700b624a1fb31188a11b70b80c,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/537
provincial electoral district voting areas - gazetted 02/23/2017,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/655,Provincial Electoral District Voting Areas - Gazetted 02-23-2017,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/26,YES,88f43abec5044081adadb07db381f524,b90ece64a7c74ff0a4532e9ee189b854,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/655
provincial electoral district voting areas - gazetted 09/27/2012,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/89,Provincial Electoral District Voting Areas - Gazetted 09-27-2012,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/54,YES,6615049c6c9741e5bd8cbf8993b9deef,5d33d8d999274161afee311f6ea89de5,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/89
provincial electoral district voting areas - gazetted 12/23/2015,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/708,Provincial Electoral District Voting Areas - Gazetted 12-23-2015,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/39,YES,eeb51d03fd6841f29a5f89f1ecfdd320,07d139e4701d4ac0b644ff456f7081af,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/708
"provincial electoral districts - electoral boundaries redistribution, 2008",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/616,"Provincial Electoral Districts - Electoral Boundaries Redistribution, 2008",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/30,YES,b483128029f14a6c87fc7acfa9b9f687,71bddcfde690487c9045ade344d24bed,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/616
"provincial electoral districts - electoral boundaries redistribution, 2015",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/223,"Provincial Electoral Districts - Electoral Boundaries Redistribution, 2015",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/42,YES,5627a3ce99c746f1a0e0935cf030b638,055effff47ff4de3acea6ccb6a4182f2,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/223
provincial fish ranges - generalized,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/573,Provincial Fish Ranges - Generalized,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/14,YES,c1ea9374b0214da8b28f72861d17d0b8,7686ae9007794b4f853bac4c187b331a,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/573
provincial obstacles to fish passage,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/247,Provincial Obstacles to Fish Passage,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/10,YES,6b82edde4c2141fa93663187593d92f2,1b43336f81c6445ab2a5183d12c66ba5,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/247
provincial offshore oil and gas tenures,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/735,Provincial Offshore Oil and Gas Tenures,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/20,YES,89a768bfc42f41c1b1b50abde71cbaf6,82ca7cf9326c4477ab3c8ae26b579e14,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/735
provincial site-based and point voting areas - gazetted 09/27/2012,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/373,Provincial Site-based and Point Voting Areas - Gazetted 09-27-2012,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/9,YES,83b43707c5f0431397d40dde6c9bed6b,3c8c959132954b459453158c50e6c6b5,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/373
provincial site-based and point voting areas - gazetted 12/23/2015,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/621,Provincial Site-based and Point Voting Areas - Gazetted 12-23-2015,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/41,YES,b786d6848c4a445c8e59e15025bc637e,b16e647fe7b44b39babca2a80b263f96,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/621
provincial site-based voting areas - gazetted 02/23/2017,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/176,Provincial Site-based Voting Areas - Gazetted 02-23-2017,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/35,YES,b6d33293cc744379b23779b7f7e5e6f1,b3b72c6444654d2eb505671e51c79dd2,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/176
provincial voting places,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/463,Provincial Voting Places,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/43,YES,83b92cb1dccb454297452d8fe556256a,83370871ce2148bca5e7c8d31af33ebe,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/463
pscis assessments,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/605,PSCIS Assessments,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/15,YES,02cff5d0f3a94b0bb7991780aa207acb,8dd71c27320b4ca680a2fa60516e25fe,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/605
pscis design proposal,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/348,PSCIS Design Proposal,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/11,YES,b26504f78af9485c96fe0b2700efdd4d,5f2b81c3eba8492a969a701fbd51e4f4,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/348
pscis habitat confirmations,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/665,PSCIS Habitat Confirmations,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/3,YES,2198874f07c441fabf7c717a8a256e39,ffa0b57c41624df88002062a1b36d6af,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/665
pscis remediation,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/279,PSCIS Remediation,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/1,YES,359831256bc343ae9b88008269f479b5,bb8c481a31fe4c08a5f65153dc2f53c1,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/279
railway crossing point,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/65,Railway Crossing Point,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/40,YES,c11ad9092c8e453fb41f8148e280c644,04f99e0cb21147398672708560cf3799,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/65
railway junction point,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/501,Railway Junction Point,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/94,YES,e65756e6bd3444789e790b2daf3cfbde,4690ae81bccb4eb7ab07b1897c5d1d6b,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/501
railway markerpost point,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/544,Railway Markerpost Point,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/80,YES,186eebac1ba445e6a8527c59c65b0ffa,63c1f6108b544cf78f34bcdac217e185,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/544
railway station point,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/40,Railway Station Point,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/18,YES,4b371afbbbc2400b8bc78604f1f09e7d,7b79eb2d6d8a4cfa92d33d41b0d9eb57,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/40
railway structure line,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/421,Railway Structure Line,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/36,YES,a98b1549f6b04b348e48643269bceea6,e422e1e0a33a486ab0d36ff1196a2f28,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/421
railway structure point,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/114,Railway Structure Point,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/67,YES,965287db05f8449c8b45dfec5656cbbb,d7fe38f68edd43ffb63efb128d3fc9f4,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/114
railway track line,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/257,Railway Track Line,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/43,YES,ba65eba78db54f5998cb236e103cc67f,2969fbab9b4045ed973e14a4bd70f1de,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/257
range developments - infrastructure - lines,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/164,Range Developments - Infrastructure - Lines,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/16,YES,7de53e15cc274f88956b2173c84cda45,ea2337ccde6a49a386eec6d1ce481fe9,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/164
range developments - infrastructure - points,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/362,Range Developments - Infrastructure - Points,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/44,YES,2b871f8165534cc690e81f78e9b1dbfd,c0e25bd9c12c4412929b370a8062e0fd,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/362
range pastures,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/591,Range Pastures,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/49,YES,743270b1b89c45b49efb5d4241baf97a,86d2463a1bf344ffa70a707d8b100c62,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/591
range tenure,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/220,Range Tenure,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_tenure/MapServer/17,YES,439b18bcd65b4fb0bf943876960b172a,57f4306e51d14d85874a48f4bea5d4e1,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/220
range units,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/198,Range Units,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/10,YES,fa0b077431fb42f8bb88df4c3164e5ac,9afd69538354411a91601583a93749dc,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/198
reconnaissance karst potential mapping,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/554,Reconnaissance Karst Potential Mapping,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_land_use_planning/MapServer/3,YES,b814196398be4a35b603e4cff06724f3,f0ea663d950846e2aeee2f75af60d08e,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/554
recreation line,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/333,Recreation Line,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_tenure/MapServer/3,YES,146103383a284fe2a299f72476bdb24c,f5a37f68efaf4fd3b1de932479e189a1,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/333
recreation polygons,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/351,Recreation Polygons,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_tenure/MapServer/5,YES,174cf15901944fe69023cd69fe7bac6b,9e3b6819cd5147b984c4bc1a8921e659,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/351
recreation sites and trail bc region boundaries,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/884,Recreation Sites and Trail BC Region Boundaries,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/44,YES,9b4081c4e4894d01ad82a0c3f1f17eed,,
recreation sites and trails bc district boundaries,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/885,Recreation Sites and Trails BC District Boundaries,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/27,YES,53f531e181e44818bc1822f011cccb37,,
recreation sites subset - information purposes only,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/565,Recreation Sites Subset - Information Purposes Only,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_tenure/MapServer/12,YES,cb27312d96f6487b865ca90701bf417f,e77245f4f0924835b9852c0a6d58aee4,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/565
"recreation sites, reserves, and interpretive forests details and closures",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/280,"Recreation Sites, Reserves, and Interpretive Forests Details and Closures",https://services6.arcgis.com/ubm4tcTYICKBpist/arcgis/rest/services/RecSitesReservesInterpForests_DetailsClosures_publicView/FeatureServer,NA,d6281a4d6a2044ec865d79cd1007e2f5,"72633c69d0734bf6a3aa9d88d9a72454,e1313404f6d64c6eb4499e6ed0b07ac4","https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/280,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/280"
recreation tenure alpine ski areas,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/20,Recreation Tenure Alpine Ski Areas,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_reg_legal_and_admin_boundaries/MapServer/0,YES,3e236ccc02e143a3a902083bb0a1e9b1,e1577be8d3954881a2c9c52c889ce676,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/20
recreation trail heads subset - information purposes only,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/329,Recreation Trail Heads Subset - Information Purposes Only,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_tenure/MapServer/1,YES,6b7ea88bb22943d4968c48bc73e4d217,364de134b71c4d65b7cdb052ef611fd0,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/329
recreation trails subset - information purposes only,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/404,Recreation Trails Subset - Information Purposes Only,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_tenure/MapServer/23,YES,65525fefcbcc43d1ab0459f0b258f5fb,e03f719dfcf04c19adb34b959f3067fa,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/404
recreational crab fishery,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/284,Recreational Crab Fishery - Coastal Resource Information Management System (CRIMS),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/12,YES,730cf4c33bcd4598992dacf81fd0681c,5183c0231f33449381873fbb4f094d7e,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/284
recreational features inventory,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/654,Recreational Features Inventory,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/40,YES,5c0cf98af1a9494996e32476b7b21985,655e1d1408e940cea56e33090127ca3d,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/654
recreational fish fishery,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/487,Recreational Fish Fishery - Coastal Resource Information Management System (CRIMS),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/68,YES,c0732fa1015a45fd90fb46c3641c4323,2b04e1b0bcb24e2e9697418af2533a8f,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/487
recreational groundfish fishery,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/436,Recreational Groundfish Fishery - Coastal Resource Information Management System (CRIMS),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/43,YES,c6e526b3df7b4b9f9d040a706bb36c12,28047d77f53845479582afee24c10f27,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/436
recreational opportunity spectrum inventory (spatial view),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/601,Recreational Opportunity Spectrum Inventory (Spatial View),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/7,YES,d2bf6fe6d51349f598e14eae05f660f8,6e7cb72032bc4df39db2dec302cb1d74,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/601
recreational prawn fishery,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/535,Recreational Prawn Fishery - Coastal Resource Information Management System (CRIMS),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/52,YES,841dec784e06408b8b3bc8933edff1bb,9485586c2a474a91bbf62e9d419b74f9,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/535
recreational scallop fishery,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/187,Recreational Scallop Fishery - Coastal Resource Information Management System (CRIMS),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/65,YES,367b3c8bcdd44464896ac7bc10109741,da9027d2f76f4347800a69a22376a399,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/187
recreational squid fishery,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/629,Recreational Squid Fishery - Coastal Resource Information Management System (CRIMS),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/63,YES,7e48bc28e91d4f0e89feb7f27e1d04ff,a9b543d9d2014daaa4d02225c5da395c,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/629
regional coal agreements - first nations,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/302,Regional Coal Agreements - First Nations,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/31,YES,5bd88d8824574c368ed710a248674f6f,8214ec5bc9284cd8822d80fc63555fa5,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/302
