OLD_WS_TITLE,OLD_WS_URL,AGO_TITLE,AGO_ITEMID,AGO_WS_URL,URL_UPDATED
recreational features inventory,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/654,Recreational Features Inventory,5c0cf98af1a9494996e32476b7b21985,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/40,YES
recreational fish fishery,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/487,Recreational Fish Fishery - Coastal Resource Information Management System (CRIMS),c0732fa1015a45fd90fb46c3641c4323,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/68,YES
recreational groundfish fishery,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/436,Recreational Groundfish Fishery - Coastal Resource Information Management System (CRIMS),c6e526b3df7b4b9f9d040a706bb36c12,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/43,YES
recreational opportunity spectrum inventory (spatial view),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/601,Recreational Opportunity Spectrum Inventory (Spatial View),d2bf6fe6d51349f598e14eae05f660f8,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/7,YES
recreational prawn fishery,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/535,Recreational Prawn Fishery - Coastal Resource Information Management System (CRIMS),841dec784e06408b8b3bc8933edff1bb,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/52,YES
recreational scallop fishery,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/187,Recreational Scallop Fishery - Coastal Resource Information Management System (CRIMS),367b3c8bcdd44464896ac7bc10109741,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/65,YES
recreational squid fishery,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/629,Recreational Squid Fishery - Coastal Resource Information Management System (CRIMS),7e48bc28e91d4f0e89feb7f27e1d04ff,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/63,YES
regional coal agreements - first nations,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/302,Regional Coal Agreements - First Nations,5bd88d8824574c368ed710a248674f6f,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/31,YES
regional district boundaries - road centreline aligned,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/124,Regional District Boundaries - Road centreline aligned,50e2407708664b8dabe21137ee7affe9,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/31,YES
regional districts - legally defined administrative areas of bc,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/474,Regional Districts - Legally Defined Administrative Areas of BC,bb7f0c48789943fbb6e3a0afb9fd4e01,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_legal_admin_boundaries/MapServer/16,YES
regional geochemical survey areas,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/53,Regional Geochemical Survey Areas,2ea7210aaa674788b5bc73a536668fc5,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/7,YES
regional geochemical survey data,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/564,Regional Geochemical Survey Data,424960998bfb4092a0ebb69f7faef18d,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/36,YES
regulated private water utilities,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/567,Regulated Private Water Utilities,c4610eeb0e74456bb4282ed1a74654d6,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_water_management/MapServer/28,YES
reservoir permits over crown land,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/456,Reservoir Permits Over Crown Land,3d3ce4bfb1a3476290a6ba06d1a70d6a,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_water_management/MapServer/14,YES
residential care locations,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/772,Residential Care Facilities,74ed3f7360ed443883dae743a33448e2,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/42,YES
resort timber administration act (rtaa) designated areas,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/337,Resort Timber Administration Act (RTAA) designated areas,63922049e27d4e09b0e57029777e9ee6,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_legal_admin_boundaries/MapServer/13,YES
results - activity treatment units,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/679,RESULTS - Activity Treatment Units,fe84ac3070334f2e86dc1692a54243e1,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/8,YES
results - forest cover inventory,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/25,RESULTS - Forest Cover Inventory,32e4e673fd004c6791adc0577803cf40,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/27,YES
results - forest cover reserve,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/389,RESULTS - Forest Cover Reserve,80f9a88e75e843369994256af2a7ac3b,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/32,YES
results - forest cover silviculture,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/560,RESULTS - Forest Cover Silviculture,99821353f28d4bbebba599e7d246c3e6,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/36,YES
results - openings svw,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/442,RESULTS - Openings svw,99c7e9f547b040949a1312e003904543,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/26,YES
results - planting,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/516,RESULTS - Planting,504a281864674a96b54e9b191613e6ea,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/20,YES
results - standards units,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/432,RESULTS - Standards Units,489b1817be2649adae9e63808e699948,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/19,YES
results openings slope aspect and elevation,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/21,RESULTS Openings Slope Aspect and Elevation,6e1620c4d32d43c489a8544a7c032734,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/17,YES
school districts of bc,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/683,School Districts of BC,0afac2d8c6184c6b968ff2725a1234a6,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_tantalis/MapServer/10,YES
schools (k-12) with francophone indicators,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/134,BC Schools - K-12 with Francophone Indicators,85bacc8add11455499b6d0f53cd6d85a,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/55,YES
sealion rafting areas,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/660,Sealion Rafting Areas - Coastal Resource Information Management System (CRIMS),cd18e57ab78f4fa4a4310d1d170bd0b9,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/53,YES
sechelt indian government district - legally defined administrative areas of bc,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/122,Sechelt Indian Government District - Legally Defined Administrative Areas of BC,d3cfb064b7914e8aad7917f6d09029d9,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_legal_admin_boundaries/MapServer/7,YES
section 58 recreation orders - lines,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/61,Section 58 Recreation Orders - Lines,56405b61b7f54f708f25dcf762e2c0da,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/15,YES
section 58 recreation orders - polygons,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/518,Section 58 Recreation Orders - Polygons,48b74468e2944272b19cb3f1273c585e,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/67,YES
sedimentary basins,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/731,Sedimentary Basins,37098f6ff62b4926a09e3a3b7735da4d,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/12,YES
seed planning units (spatial view),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/566,Seed Planning Units (Spatial View),aa85e6cd5b804f009674de9568ed4f47,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/45,YES
seed planning zones,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/571,Seed Planning Zones,1430659a34d3492b9362a08d6bb4bd72,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/28,YES
seedlot,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/472,Seedlot,646e2b1251944537bc1685661c2971e7,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/31,YES
seedlot collection area,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/131,Seedlot Collection Area,36723e586baa49679ede305e380d446c,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/29,YES
sensitive ecosystems inventory (sei) detailed polygons with short attribute table spatial view,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/178,Sensitive Ecosystems Inventory (SEI) Detailed Polygons with Short Attribute Table Spatial View,17169dfe5d94475fadb80e5c17c5d036,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_terrestrial_ecology/MapServer/16,YES
sensitive ecosystems inventory (sei) project boundaries,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/533,Sensitive Ecosystems Inventory (SEI) Project Boundaries,d7e9859138d24a6c919f78f68a02b929,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_terrestrial_ecology/MapServer/0,YES
seral stage assessment for the cariboo region,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/169,Seral Stage Assessment for the Cariboo Region,992213d67a3940129aacd7fea6213f91,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_reg_land_and_natural_resource/MapServer/10,YES
service bc office locations,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/88,Service BC Office Locations,5c757462061e4769807696eaf98ea9e0,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/50,YES
service directory (francophone),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/23,Service Directory (Francophone),276bcf8527a14511bb2ec2d2f7539eb6,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/53,YES
shipwreck point locations,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/278,Shipwreck Point Locations,7880806030b44546819f678389930cf6,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/8,YES
shore unit classifications - line,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/444,Shore Unit Classifications - Line,b2cf323a82184a7ab011427388a33493,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/33,YES
shore unit classifications - polygon,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/262,Shore Unit Classifications - Polygon,14850d5648d34027a7836ad46a2d3755,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/29,YES
shorebirds (unspecified) - coastal resource information management system (crims),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/4,Shorebirds (unspecified) - Coastal Resource Information Management System (CRIMS),c4a2fb490deb4516a9c9e50e3d6e6d09,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/6,YES
shorezone biobanding lines,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/475,Shorezone Biobanding Lines,d3b78a470efb4daab15389a90b743a5b,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/24,YES
shorezone biobanding polygons,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/246,Shorezone Biobanding Polygons,36c6c2298b114cb2a00b5ce03b566930,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/19,YES
shorezone observed habitat lines,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/493,Shorezone Observed Habitat Lines,325d270c06124ab8a59e115b71b9afeb,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/17,YES
shorezone observed habitat polygons,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/353,Shorezone Observed Habitat Polygons,1fd9a39b75c7446d8ef13ca061892233,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/34,YES
shorezone shoreunit break points,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/42,Shorezone Shoreunit Break Points,12ba3b5c9211439381be5f9739d3b510,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/32,YES
sites registry,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/118,Sites Registry,175a70c03e9f47f382ada0d7c0a371c3,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/118,NO
sites registry (open government license),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/500,Sites Registry (Open Government Licence),8b2b2b5c8c8343e1b443992f37dab052,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/15,YES
ski resorts,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/160,Ski Resorts,90f25fffb3374a8bb8632d06265a446f,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/24,YES
slope/aspect categories in mule deer winter range - cariboo region,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/762,Slope-Aspect Categories in Mule Deer Winter Range - Cariboo Region,be1be6a3d3c34e569854ad3841ced38c,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_reg_land_and_natural_resource/MapServer/12,YES
snow survey administrative basin areas,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/381,Snow Survey Administrative Basin Areas,d92e878dd29d455a8e949d092c153a0e,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_water_management/MapServer/21,YES
snowmobile management areas - access management areas (ama),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/286,Snowmobile Management Areas - Access Management Areas (AMA),20a749ae515a4fc3b8a297f2bf4050e9,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_inventory/MapServer/9,YES
snowmobile management trails - access management area (ama),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/541,Snowmobile Management Trails - Access Management Area (AMA),928596ffd0ca4402a2dc97b01da4d8ba,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_inventory/MapServer/1,YES
soil mapping (soil) project boundaries,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/99,Soil Mapping (SOIL) Project Boundaries,ddcd19b6da8f4e2c820f3e35020f55dc,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_terrestrial_ecology/MapServer/14,YES
soil survey spatial view,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/361,Soil Survey Spatial View,ee6879ca62194b88aee3a18f954a70f3,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_terrestrial_ecology/MapServer/13,YES
species and ecosystems at risk - (masked secured) publicly available occurrences - cdc,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/406,Species and Ecosystems at Risk - (Masked Secured) Publicly Available Occurrences - CDC,a5963705bcee439f85b23e3da7f60842,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/406,NO
species and ecosystems at risk - publicly available occurrences - cdc,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/199,Species and Ecosystems at Risk - Publicly Available Occurrences - CDC,5253c812c9584c89ba60944adb4e650b,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_terrestrial_ecology/MapServer/17,YES
stand structure habitat classes in mule deer winter range - cariboo region,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/129,Stand Structure Habitat Classes in Mule Deer Winter Range - Cariboo Region,534df8670fe8417b962aa778b67aba61,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_reg_land_and_natural_resource/MapServer/18,YES
state of local emergency and band council resolutions,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/430,State of Local Emergency and Band Council Resolutions,95c51accfb90437691ae75e81d7bcb64,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/24,YES
stock range,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/123,Stock Range,7c1ad129f6c8422289f9fb57772aeb61,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/39,YES
strategic land and resource plans - current,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/314,Strategic Land and Resource Plans - Current,c6924352ec6a46d58a61be74f98c9d57,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_land_use_planning/MapServer/10,YES
stream inventory sample sites,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/634,Stream Inventory Sample Sites,ce749802761d4a09b235633759d4c477,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/0,YES
streams with water allocation restrictions,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/644,Streams with Water Allocation Restrictions,41578e27914a4428b1d90a30f004b99e,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_water_management/MapServer/16,YES
strongstart bc centre locations,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/811,StrongStart BC Centre Locations,cfd60a6863cb42a3a5d658250aeab55d,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/4,YES
"surveyed railways, highways and roads",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/524,"Surveyed Railways, Highways and Roads",17a20210b641458db8505c39ab4e26ac,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_tantalis/MapServer/13,YES
tantalis -  bc assessment authority assessment areas,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/377,TANTALIS -  BC Assessment Authority Assessment Areas,c4b14c1f1eba4f7eb31f475c4cc6a12a,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_tantalis/MapServer/16,YES
tantalis - conservancy areas,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/269,,,,
tantalis - crown land development agreements,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/180,TANTALIS - Crown Land Development Agreements,71c26b3c73f34552addc60d70204aeb3,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_tantalis/MapServer/3,YES
tantalis - crown land inclusions,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/358,TANTALIS - Crown Land Inclusions,2abfa85aede049d8a5832ba14b66c3c6,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_tantalis/MapServer/18,YES
tantalis - crown land inventory,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/128,TANTALIS - Crown Land Inventory,e4189727958b487a8a13a1f03559e746,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_tantalis/MapServer/14,YES
tantalis - crown land leases,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/614,TANTALIS - Crown Land Leases,29e423531a404e92b887a469c6f75d6b,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_tantalis/MapServer/9,YES
tantalis - crown land licenses,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/364,TANTALIS - Crown Land Licenses,3db37bef64014875a23d0b9ed5cbd6c6,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_tantalis/MapServer/4,YES
tantalis - crown land operating agreements,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/572,TANTALIS - Crown Land Operating Agreements,80ac6141ad5743b4a2513096f740bee7,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_tantalis/MapServer/11,YES
tantalis - crown land permits,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/441,TANTALIS - Crown Land Permits,264a354186784fc99c2d89ee239d967f,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_tantalis/MapServer/17,YES
tantalis - crown land reserves and notations,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/455,TANTALIS - Crown Land Reserves and Notations,cfbe715b825e49b7b3f7ac2e434d53a4,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_tantalis/MapServer/1,YES
tantalis - crown land revenue sharing agreements,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/611,TANTALIS - Crown Land Revenue Sharing Agreements,896714551b1a4925b39c1990e2f29908,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_tantalis/MapServer/19,YES
tantalis - crown land rights-of-way,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/643,TANTALIS - Crown Land Rights-of-way,378fb3e7e54846b9b7477dfbc91b6c85,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_tantalis/MapServer/2,YES
tantalis - crown tenures,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/242,TANTALIS - Crown Tenures,a009af6874154d53bafa540c29c5faf8,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_tantalis/MapServer/5,YES
tantalis - integrated survey areas,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/536,TANTALIS - Integrated Survey Areas,199d9bed9a0b4f6db16c91b917147485,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_tantalis/MapServer/20,YES
tantalis - land claim settlement areas,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/78,TANTALIS - Land Claim Settlement Areas,c21f3cc87ee34a8fb36892587f21d4ac,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_tantalis/MapServer/6,YES
tantalis - land districts,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/673,TANTALIS - Land Districts,ea8631d79c214de0b407906e030ade78,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_tantalis/MapServer/0,YES
tantalis - land management regions,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/668,TANTALIS - Land Management Regions,f95f0b5f7ef5478681b977af7125532e,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_tantalis/MapServer/22,YES
tantalis - land title districts,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/352,TANTALIS - Land Title Districts,3c69669b7d2d4f3abb6a5ba4b2531bc8,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_tantalis/MapServer/15,YES
tantalis - management areas (spatial),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/379,TANTALIS - Management Areas (Spatial),d8316ce954324a6d849ec0a15f38fdbf,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_tantalis/MapServer/7,YES
tantalis - surface ownership,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/51,TANTALIS - Surface Ownership,b78ee4cd33f74fb18b780684f7c5e8b4,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/51,NO
tantalis - surveyed parcels,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/670,TANTALIS - Surveyed Parcels,4509da8a46074863b57923c910d04e8e,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_tantalis/MapServer/12,YES
tantalis - surveyed right-of-way parcels,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/650,TANTALIS - Surveyed Right-of-way Parcels,e46e6d5679094881b55a0c59fad5ffe1,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_tantalis/MapServer/8,YES
tantalis - surveyed wellsites,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/343,TANTALIS - Surveyed Wellsites,63a607f6bd0c487f85a83d46a624adb8,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_tantalis/MapServer/21,YES
tantalis - wildlife management areas,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/386,TANTALIS - Land Management Regions,f95f0b5f7ef5478681b977af7125532e,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_tantalis/MapServer/22,YES
